CNPJ da instituição financeira credenciada;CNPJ;Valor Contratado em R$ mil;N° de clientes;Navegação;CNPJ da instituição financeira credenciada - formatado;Ano;Município - Nome - Código;Última contratação;Fonte de recurso - tratada;Valor desembolsado tratado;Cliente;Custo financeiro;Data da contratação;Descrição do projeto;Fonte de recurso (desembolsos);Forma de apoio;Inovação;Instituição Financeira Credenciada;Instrumento financeiro;Juros;Modalidade de apoio;Município - código;Município;Natureza do cliente;Número de registros;Número do contrato;Porte do cliente;Prazo - amortização (meses);Prazo - carência (meses);Produto;Setor BNDES;Setor CNAE;Situação do contrato;Subsetor BNDES;Subsetor CNAE - código;Subsetor CNAE - nome;Subsetor CNAE agrupado;Tipo de garantia;UF - nome;UF;Valor contratado  R$;Valor desembolsado R$;Área Operacional
;68314830000127;7453,53707;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2013;SEM MUNICÍPIO  -  0000000;21/06/2013;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;7453537,07;FUNDACAO DE APOIO A UNIVERSIDADE DE SAO PAULO;SEM CUSTO;21/06/2013;DESENVOLVIMENTO DE TECNOLOGIA PARA IMPLANTACAO DE CENTRAIS DE CONCENTRACAO TERMICA SOLAR DE ALTA TEMPERATURA PARA GERACAO DE ENERGIA E CALOR, INTEGRADAS A UNIDADES AGROINDUSTRIAIS, COM OPERACAO CONTINUA SUSTENTADA PELO USO DE BIOCOMBUSTIVEIS E POR SISTEMA DE ARMAZENAMENTO DE CALOR.;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;11209351;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;P8533300;EDUCACAO SUPERIOR - POS-GRADUACAO E EXTENSAO;EDUCAÇÃO;NÃO SE APLICA;INTERESTADUAL;IE;7453537,07;7453537,07;AREA DE GESTAO PUBLICA E SOCIOAMBIENTAL
;18720938000141;2419,00595;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2013;BELO HORIZONTE  -  3106200;05/02/2013;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;1507157,42;FUNDACAO DE DESENVOLVIMENTO DA PESQUISA;SEM CUSTO;05/02/2013;DESENVOLVIMENTO DE TECNOLOGIAS PARA TRATAMENTO DE EFLUENTESINDUSTRIAIS, COM FOCO NA DESTRUICAO DE CONTAMINANTES TOXICOS, COM ALTA CARGA ORGANICA E/OU XENOBIOTICOS, UTILIZANDO PROCESSOS OXIDATIVOS AVANCADOS (POA) E PLASMA.;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3106200;BELO HORIZONTE;PRIVADA;1;12203651;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;MINAS GERAIS;MG;2419005,95;1507157,42;AREA DE GESTAO PUBLICA E SOCIOAMBIENTAL
;91693531000162;3836,537;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;SEM MUNICÍPIO  -  0000000;11/08/2014;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;3836537;ASSOCIACAO PRO ENSINO SUPERIOR EM NOVO HAMBURGO;SEM CUSTO;11/08/2014;DESENVOLVIMENTO DE TECNOLOGIA DE PROCESSO NACIONAL PARA SINTESE DE MEMBRANAS ION SELETIVAS E SEPARADORES DE FLUXO PARA SISTEMAS DE ELETRODIALISE REVERSA DESTINADOS AO TRATAMENTO DE EFLUENTES INDUSTRIAIS E REUSO DE AGUA.;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;14202481;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;P8532500;EDUCACAO SUPERIOR - GRADUACAO E POS-GRADUACAO;EDUCAÇÃO;NÃO SE APLICA;RIO GRANDE DO SUL;RS;3836537;3836537;AREA DE GESTAO PUBLICA E SOCIOAMBIENTAL
;83476911000117;2288,37192;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2012;FLORIANOPOLIS  -  4205407;19/06/2012;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;2288371,92;FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA;SEM CUSTO;19/06/2012;DESENVOLVIMENTO DE UNIDADE PILOTO PARA TESTE EM ESCALA PRE-INDUSTRIAL DA TECNOLOGIA PARA PRODUCAO DE ADSORVENTES A PARTIR DO LODO DO TRATAMENTO DE EFLUENTES DA INDUSTRIA TEXTIL.;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4205407;FLORIANOPOLIS;PRIVADA;1;11213231;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;P8531700;EDUCACAO SUPERIOR - GRADUACAO;EDUCAÇÃO;NÃO SE APLICA;SANTA CATARINA;SC;2288371,92;2288371,92;AREA DE GESTAO PUBLICA E SOCIOAMBIENTAL
;60191244000120;4429,99;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2012;SAO JOSE DOS CAMPOS  -  3549904;05/07/2012;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;4429990;FUNDACAO VALEPARAIBANA DE ENSINO;SEM CUSTO;05/07/2012;CONSTRUIR UMA PLANTA PILOTO CAPAZ DE VITRIFICAR AS CINZASVOLANTES RESULTANTES DE PLANTAS DE INCINERACAO DE RESIDUOS SOLIDOS URBANOS, CONSTITUIDA POR UM REATOR PILOTO A PLASMA COMARCO DUPLO TRANSFERIDO.;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3549904;SAO JOSE DOS CAMPOS;PRIVADA;1;12200211;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;4429990;4429990;AREA DE GESTAO PUBLICA E SOCIOAMBIENTAL
;8962306000130;44913,57;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2016;SEM MUNICÍPIO  -  0000000;12/05/2016;-;0;FUNDACAO DE APOIO A PESQUISA CIENTIFICA E TECNOLOGICA;SEM CUSTO;12/05/2016;APOIAR INFRAESTRUTURA E PESQUISAS EM UNIDADES DA EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA - EMBRAPA, VISANDO O DESENVOLVIMENTO TECNOLOGICO DA AQUICULTURA NO BRASIL, COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC FOMENTO IT;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;16202251;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;INTERESTADUAL;IE;44913570;0;AREA DE INDUSTRIA E SERVICOS 1
;2385669000174;30000;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2007;RIO DE JANEIRO  -  3304557;24/05/2007;-;0;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E T;SEM CUSTO;24/05/2007;CONSTRUÇÃO DA PLANTA DE PROTÓTIPOS, PERTENCENTE AO CENTRO INTEGRADO DE PROTÓTIPOS, BIOFÁRMACOS E REATIVOS PARA DIAGNÓSTICO.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3304557;RIO DE JANEIRO;PRIVADA;1;07201571;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;Q8690900;ATIVI ATENCAO A SAUDE HUMANA NAO ESPECIFICADAS ANTERIORMENTE;SAÚDE E SERV SOCIAL;NÃO SE APLICA;RIO DE JANEIRO;RJ;30000000;0;AREA DE INDUSTRIA E SERVICOS 1
;78626363000124;15181,26;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2011;FLORIANOPOLIS  -  4205407;10/03/2011;-;0;FUNDACAO CENTROS DE REFERENCIA EM TECNOLOGIAS INOVADORA;SEM CUSTO;10/03/2011;DESENVOLV. DE TECNOLOGIAS, PROD.E PROCESSOS INDUSTRIAIS PARAILUMINACAO E MOSTRADORES DE INFORMACAO DE GRANDE PORTE BASEADOS EM DIODOS EMISSORES DE LUZ ORGANICOS (OLEDS), E, EM FASEPILOTO, REALIZACAO DE TESTES DE SOLUCOES DE ALTA EFICIENCIA LUMINOSA COM UTILIZACAO DE ENERGIAS RENOVAVEIS - FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4205407;FLORIANOPOLIS;PRIVADA;1;10217231;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SANTA CATARINA;SC;15181260;0;AREA DE INDUSTRIA E SERVICOS 1
;3018444000142;12368,868;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;SAO PAULO  -  3550308;03/01/2014;-;0;ASSOCIACAO DO LABORATORIO DE SISTEMAS INTEGRAVEIS TECNO;SEM CUSTO;03/01/2014;DESENVOLVIMENTO DE UMA PLATAFORMA NACIONAL DE HARDWARE E SOFTWARE EMBARCADO PARA CARTOES INTELIGENTES (SMART CARDS), INCLUINDO INVESTIMENTOS NA ABSORCAO DE TECNOLOGIA, CAPACITACAO DE PROFISSIONAIS E AQUISICAO DE EQUIPAMENTOS DE DESENVOLVIMENTO E TESTES DE CIRCUITOS INTEGRADOS, NO AMBITO FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PRIVADA;1;13208971;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;S9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;OUTRAS ATIV SERVIÇOS;NÃO SE APLICA;SAO PAULO;SP;12368868;0;AREA DE INDUSTRIA E SERVICOS 1
;82895327000133;7942,268;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2010;FLORIANOPOLIS  -  4205407;19/07/2010;-;0;FUNDACAO DE ENSINO E ENGENHARIA DE SANTA CATARINA;SEM CUSTO;19/07/2010;DESENVOLVIMENTO DE SOLUCOES INOVADORAS EM MATERIAIS PARA FABRICACAO DE NOVOS TIPOS DE COMPRESSORES ISENTOS DE OLEO.     PRAZO DE UTILIZAÇÃO: 15/07/2013 (OBS: O PRAZO DE UTILIZACAO FOI ALTERADO PELA IP 45 DE 26/12/2012. NO SISTEMA OPE CONSTA O EVENTO DA IP, MAS O PRAZO NÃO PARECE TER SIDO ALTERADO).;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4205407;FLORIANOPOLIS;PRIVADA;1;09210981;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;P8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;EDUCAÇÃO;NÃO SE APLICA;SANTA CATARINA;SC;7942268;0;AREA DE INDUSTRIA E SERVICOS 2
;1576817000175;13000;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2011;CAMPINAS  -  3509502;03/05/2011;-;0;CENTRO NACIONAL DE PESQUISA EM ENERGIA E MATERIAIS;SEM CUSTO;03/05/2011;DESENVOLVIMENTO DE UMA NOVA MAQUINA PARA PLANTIO E COLHEITA  DE CANA DE ACUCAR.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3509502;CAMPINAS;PRIVADA;1;10212201;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;13000000;0;AREA DE INDUSTRIA E SERVICOS 2
;68314830000127;5015,06;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2012;SAO PAULO  -  3550308;17/01/2012;-;0;FUNDACAO DE APOIO A UNIVERSIDADE DE SAO PAULO;SEM CUSTO;17/01/2012;DESENVOLVIMENTO DE SISTEMA PARA PROJETAR LIGAS PARA FERRAMENTAS DE CONFORMACAO A QUENTE, TENDO COMO BASE A SIMULACAO COMPUTACIONAL DO DANO PROGRESSIVO DAS FERRAMENTAS DURANTE O SERVICO E DA RELACAO DESSE DANO COM A MICROESTRUTURA DA LIGA.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PRIVADA;1;11207751;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;P8531700;EDUCACAO SUPERIOR - GRADUACAO;EDUCAÇÃO;NÃO SE APLICA;SAO PAULO;SP;5015060;0;AREA DE INDUSTRIA E SERVICOS 2
;849774000191;9079,054;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;RIO CLARO  -  3543907;22/12/2015;-;0;FUNDACAO DE APOIO A PESQUISA E AO DESENVOLVIMENTO-FAPED;SEM CUSTO;22/12/2015;DESENVOLVIMENTO TECNOLOGICO PARA A PRODUCAO DE CASSETES GENICOS PARA SEREM UTILIZADOS NA TRANSFORMACAO GENETICA DO MILHO VISANDO AO CONTROLE DAS LAGARTAS HELICOVERPA ARMIGERA,     SPODOPTERA FRUGIPERDA E DO PERCEVEJO DICHELOPS SP, COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES/FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3543907;RIO CLARO;PRIVADA;1;15206291;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;ALIMENTO E BEBIDA;C1066000;FABRICACAO DE ALIMENTOS PARA ANIMAIS;PRODUTOS ALIMENTÍCIOS;NÃO SE APLICA;SAO PAULO;SP;9079054;0;AREA DE INDUSTRIA E SERVICOS 1
;4614281000123;5627,273;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2013;SEM MUNICÍPIO  -  0000000;24/01/2013;-;0;INSTITUTO ATLANTICO                          (04614281);SEM CUSTO;24/01/2013;DESENVOLVIMENTO DE UM SISTEMA OPTICO DE VARREDURA E LEITURA A LASER, BASEADO NA TECNOLOGIA DE FILMES FLUORESCENTES DE FOSFORO (PSPL), INCLUINDO UM SOFTWARE DE GERACAO DE IMAGENS PARA USO EM RADIOLOGIA DIGITAL ODONTOLOGICA, NO AMBITO DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;12210951;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;MECÂNICA;C2660400;FAB APARELHO ELETROMEDICO E ELETROTERAPEUTICO EQ DE IRRADIACAO;EQUIP INFO, ELETRONICO, ÓTICO;NÃO SE APLICA;CEARA;CE;5627273;0;AREA DE INDUSTRIA E SERVICOS 1
;24492886000104;5672,928;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2011;SANTA RITA DO SAPUCAI  -  3159605;19/07/2011;-;0;FUNDACAO INSTITUTO NACIONAL DE TELECOMUNICACOES;SEM CUSTO;19/07/2011;INVESTIMENTOS EM PESQUISA & DESENVOLVIMENTO, INFRA-ESTRUTURAE AQUISICAO DE EQUIPAMENTOS, PARA O DESENVOLVIMENTO DE   CIRCUITO INTEGRADO DEDICADO PARA REMODELACAO DA ESTRUTURA   DOSSENSORES DE PROXIMIDADE INDUTIVOS, NO AMBITO DO FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3159605;SANTA RITA DO SAPUCAI;PRIVADA;1;10213571;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;MECÂNICA;C2610800;FABRICACAO DE COMPONENTES ELETRONICOS;EQUIP INFO, ELETRONICO, ÓTICO;NÃO SE APLICA;MINAS GERAIS;MG;5672928;0;AREA DE INDUSTRIA E SERVICOS 1
;2437460000107;6579,37;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;SEM MUNICÍPIO  -  0000000;28/01/2014;-;0;INSTITUTO DE PESQUISAS ELDORADO;SEM CUSTO;28/01/2014;DESENVOLVIMENTO DO PRIMEIRO PROTÓTIPO DE UM MARCAPASSO CARDIOVERSOR IMPLANTAVEL (CVI) E DESENVOLVIMENTO DOS DISPOSITIVOS MARCAPASSO IMPLANTAVEL UNICAMERAL E BICAMERAL E SEUS RESPECTIVOS ELETRODOS PERMANENTE E PROGRAMADOR E MARCAPASSO EXTERNO UNICAMERAL E BICAMERAL E SEUS RESPECTIVOS ELETRODOS, SUPORTADOS POR PLATAFORMA TECNOLOGICA BASEADA EM CIRCUITO INTEGRADO ASIC (APPLICATION SPECIFIC INTEGRATED CIRCUIT), COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;13209751;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;MECÂNICA;C2660400;FAB APARELHO ELETROMEDICO E ELETROTERAPEUTICO EQ DE IRRADIACAO;EQUIP INFO, ELETRONICO, ÓTICO;NÃO SE APLICA;SAO PAULO;SP;6579370;0;AREA DE INDUSTRIA E SERVICOS 1
;2437460000107;4872,6;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;SEM MUNICÍPIO  -  0000000;28/01/2014;-;0;INSTITUTO DE PESQUISAS ELDORADO;SEM CUSTO;28/01/2014;DESENVOLVIMENTO DO PRIMEIRO PROTÓTIPO DE UM MARCAPASSO CARDIOVERSOR IMPLANTAVEL (CVI) E DESENVOLVIMENTO DOS DISPOSITIVOS MARCAPASSO IMPLANTAVEL UNICAMERAL E BICAMERAL E SEUS RESPECTIVOS ELETRODOS PERMANENTE E PROGRAMADOR E MARCAPASSO EXTERNO UNICAMERAL E BICAMERAL E SEUS RESPECTIVOS ELETRODOS, SUPORTADOS POR PLATAFORMA TECNOLOGICA BASEADA EM CIRCUITO INTEGRADO ASIC (APPLICATION SPECIFIC INTEGRATED CIRCUIT), COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;13209751;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;MECÂNICA;C2660400;FAB APARELHO ELETROMEDICO E ELETROTERAPEUTICO EQ DE IRRADIACAO;EQUIP INFO, ELETRONICO, ÓTICO;NÃO SE APLICA;SAO PAULO;SP;4872600;0;AREA DE INDUSTRIA E SERVICOS 1
;2437460000107;6564,138;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;SEM MUNICÍPIO  -  0000000;28/01/2014;-;0;INSTITUTO DE PESQUISAS ELDORADO;SEM CUSTO;28/01/2014;DESENVOLVIMENTO DO PRIMEIRO PROTÓTIPO DE UM MARCAPASSO CARDIOVERSOR IMPLANTAVEL (CVI) E DESENVOLVIMENTO DOS DISPOSITIVOS MARCAPASSO IMPLANTAVEL UNICAMERAL E BICAMERAL E SEUS RESPECTIVOS ELETRODOS PERMANENTE E PROGRAMADOR E MARCAPASSO EXTERNO UNICAMERAL E BICAMERAL E SEUS RESPECTIVOS ELETRODOS, SUPORTADOS POR PLATAFORMA TECNOLOGICA BASEADA EM CIRCUITO INTEGRADO ASIC (APPLICATION SPECIFIC INTEGRATED CIRCUIT), COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;13209751;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;MECÂNICA;C2660400;FAB APARELHO ELETROMEDICO E ELETROTERAPEUTICO EQ DE IRRADIACAO;EQUIP INFO, ELETRONICO, ÓTICO;NÃO SE APLICA;SAO PAULO;SP;6564138;0;AREA DE INDUSTRIA E SERVICOS 1
;2437460000107;3551,392;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;SEM MUNICÍPIO  -  0000000;28/01/2014;-;0;INSTITUTO DE PESQUISAS ELDORADO;SEM CUSTO;28/01/2014;DESENVOLVIMENTO DO PRIMEIRO PROTÓTIPO DE UM MARCAPASSO CARDIOVERSOR IMPLANTAVEL (CVI) E DESENVOLVIMENTO DOS DISPOSITIVOS MARCAPASSO IMPLANTAVEL UNICAMERAL E BICAMERAL E SEUS RESPECTIVOS ELETRODOS PERMANENTE E PROGRAMADOR E MARCAPASSO EXTERNO UNICAMERAL E BICAMERAL E SEUS RESPECTIVOS ELETRODOS, SUPORTADOS POR PLATAFORMA TECNOLOGICA BASEADA EM CIRCUITO INTEGRADO ASIC (APPLICATION SPECIFIC INTEGRATED CIRCUIT), COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;13209751;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;MECÂNICA;C2660400;FAB APARELHO ELETROMEDICO E ELETROTERAPEUTICO EQ DE IRRADIACAO;EQUIP INFO, ELETRONICO, ÓTICO;NÃO SE APLICA;SAO PAULO;SP;3551392;0;AREA DE INDUSTRIA E SERVICOS 1
;2385669000174;3497,747;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2016;SEM MUNICÍPIO  -  0000000;21/12/2016;-;0;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E T;SEM CUSTO;21/12/2016;APOIO AO PLANO DA FIOCRUZ DE ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA NACIONAL REPRESENTADA PELO VÍRUS ZIKA.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;16206961;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;INTERESTADUAL;IE;3497747;0;AREA DE INDUSTRIA E SERVICOS 1
;2385669000174;8656,316;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2016;SEM MUNICÍPIO  -  0000000;21/12/2016;-;0;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E T;SEM CUSTO;21/12/2016;APOIO AO PLANO DA FIOCRUZ DE ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA NACIONAL REPRESENTADA PELO VÍRUS ZIKA.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;16206961;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;INTERESTADUAL;IE;8656316;0;AREA DE INDUSTRIA E SERVICOS 1
;2385669000174;1404,182;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2016;SEM MUNICÍPIO  -  0000000;21/12/2016;-;0;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E T;SEM CUSTO;21/12/2016;APOIO AO PLANO DA FIOCRUZ DE ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA NACIONAL REPRESENTADA PELO VÍRUS ZIKA.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;16206961;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;INTERESTADUAL;IE;1404182;0;AREA DE INDUSTRIA E SERVICOS 1
